time,freq
2.46,217.81442189214363
2.47,218.74023544637484
2.48,220.40706769738452
2.49,220.16733243301513
2.5,220.16535590969448
2.51,219.6724486824148
2.52,218.83264547671527
2.53,212.2737492173017
2.54,189.37359154599142
2.55,185.45489970512506
2.56,184.86950953048594
2.57,187.50583562086354
2.58,190.50778865986442
2.59,191.71581453332212
2.6,194.75717644403045
2.61,185.06614078959979
2.62,185.03112173775247
2.63,184.91981013168362
2.64,184.86257942824008
2.65,184.48128146796162
2.66,184.0946677671457
2.67,184.11200061333443
2.68,183.98262179953844
2.69,184.2611958755
2.7,184.43621519017603
2.71,184.61084359154518
2.72,184.48668818884968
2.73,184.44364682379103
2.74,184.23662411310684
2.75,184.2480551966142
2.76,184.4415488064536
2.77,184.2118222459263
2.78,183.71060075145397
2.79,183.44219431070672
2.8,183.8752250492867
2.81,185.06183521235852
2.82,185.29459052352408
2.83,184.55490749471892
2.84,184.49418476517747
2.85,183.83056660281136
2.86,184.3222129204436
2.87,184.98005198932006
2.88,184.41675146505574
2.89,184.35311763222933
2.9,184.35702820451985
2.91,183.9839706942284
2.92,184.73210232647938
2.93,186.03918892039013
2.94,192.98776718872918
2.95,215.8654785515223
2.96,216.9017862742994
2.97,217.85777312231704
2.98,201.5161161962267
2.99,184.86587507563524
3.0,183.3885306216241
3.01,183.1174413600333
3.02,182.84909480807852
3.03,183.32667416982176
3.04,183.68916739608636
3.05,183.1265933970926
3.06,182.51764049664243
3.07,183.01715839031758
3.08,183.5934856345798
3.09,184.1905128162084
3.1,184.23974495520434
3.11,183.34127806404234
3.12,182.58146812427998
3.13,182.6722367969959
3.14,183.5495917927222
3.15,183.62876449736373
3.16,183.16695535660114
3.17,182.73102777680657
3.18,182.02909971638348
3.19,183.85129664231172
3.2,184.48096280905472
3.21,185.7607592818601
3.22,185.0258592237951
3.23,183.6282091302544
3.24,184.10575257173218
3.25,185.5183015794268
3.26,185.65817386486907
3.27,186.31263405425682
3.28,186.92916506865697
3.29,188.1428051258884
3.3,186.68559575345193
3.31,185.73110610516068
3.32,186.33696734869173
3.33,187.89794391738153
3.34,188.01036427040688
3.35,185.9849259945706
3.36,184.9127643998014
3.37,184.97172240720644
3.38,184.91305331372047
3.39,184.78593520237257
3.4,184.4934756151656
3.41,184.31513253357
3.42,184.39223828782957
3.43,184.39277835025132
3.44,184.39390042606294
3.45,184.29883768071565
3.46,184.22900891974155
3.47,184.4393468938943
3.48,184.79244954495573
3.49,184.65163167827183
3.5,184.26994067377098
3.51,184.25700758229053
3.52,184.29734137008018
3.53,182.94182488627632
3.54,198.58192734584753
3.55,217.69688734982168
3.56,218.91277614129078
3.57,217.7925186069054
3.58,216.98093027645882
3.59,218.34830881316063
3.6,218.76258051663325
3.61,218.89421599858127
3.62,219.09672049220427
3.63,218.92217707449538
3.64,219.05191087578604
3.65,219.09457638902882
3.66,219.0798587664185
3.67,218.886146036206
3.68,218.81151364836683
3.69,218.99796759131192
3.7,218.7699048939051
3.71,217.4432854970218
3.72,207.08444868082432
3.73,190.57368808695878
3.74,188.71598344597274
3.75,186.06687238469405
3.76,185.41067449465484
3.77,185.44159427187324
3.78,184.41009557775007
3.79,182.98781529370655
3.8,183.70825122141926
3.81,183.28261304967947
3.82,184.7973804528316
3.83,184.90029637645085
3.84,183.60356543776192
3.85,184.25328469438327
3.86,184.8815697514918
3.87,184.105026574919
3.88,183.33656349355016
3.89,184.797384519222
3.9,202.95074621587358
3.91,216.08875289852875
3.92,215.93472993613983
3.93,217.19516746884923
3.94,218.4967751983187
3.95,218.73467123882097
3.96,219.17958793420263
3.97,219.19844619087326
3.98,219.00850228022398
3.99,219.27810571542966
4.0,219.42585663244773
4.01,218.77488403655195
4.02,219.02035605645125
4.03,219.03501253547142
4.04,219.39940527034702
4.05,219.93073944548343
4.06,219.572124056219
4.07,218.35648729130486
4.08,216.39402551233783
4.09,214.14613476226754
4.1,194.66341099931014
4.11,184.75503134890863
4.12,184.7692927054481
4.13,184.35261948414097
4.14,184.33899493470255
4.15,184.30027361934174
4.16,184.1292558857278
4.17,184.07595632843146
4.18,184.28829493371123
4.19,184.32832083003012
4.2,184.25779142129073
4.21,184.45557721650985
4.22,184.41056060292564
4.23,184.4660398176404
4.24,184.71319566462725
4.25,184.52972171695234
4.26,184.51161854541485
4.27,184.3887795242387
4.28,183.80978781006678
4.29,184.3113941125004
4.3,185.6351869941717
4.31,185.6703801155469
4.32,184.82210018017184
4.33,185.2940961995833
4.34,185.10874717169474
4.35,184.80357453509635
4.36,185.28408262920183
4.37,184.84156736434315
4.38,184.73505690075896
4.39,185.3134058347889
4.4,185.47200498606304
4.41,186.2283642515518
4.42,185.57069657839537
4.43,183.88072949707035
4.44,185.27079620777715
4.45,195.05921748448748
4.46,194.7118446545646
4.47,189.06944974603476
4.48,186.09388009044585
4.49,182.59060443281868
4.5,183.25764789507272
4.51,183.43814216010938
4.52,183.62129018300567
4.53,183.36915552503157
4.54,183.33643774509912
4.55,183.40558092668599
4.56,184.21702501469227
4.57,183.53971306945357
4.58,183.19034623110224
4.59,183.60536099000527
4.6,183.82034865505827
4.61,183.3816853180629
4.62,199.1660363088181
4.63,225.08523775566957
4.64,263.0037065406639
4.65,288.5026397841098
4.66,289.9225986498845
4.67,291.3736939209262
4.68,293.3243256449254
4.69,293.6244112288704
4.7,293.57665125817726
4.71,293.756189629834
4.72,293.6312199724471
4.73,294.05017674793277
4.74,293.93619942116
4.75,293.5803599245954
4.76,293.6276225030799
4.77,293.49522485843585
4.78,293.58337429854254
4.79,293.6065827321715
4.8,293.316611226963
4.81,293.37237719930306
4.82,293.61316288715045
4.83,293.5144078600414
4.84,293.386545913741
4.85,293.0635722847294
4.86,293.10749648030145
4.87,293.46506980753765
4.88,293.58053348524504
4.89,293.6524843757147
4.9,293.6761412859932
4.91,293.45421648767876
4.92,293.66124683183364
4.93,293.0952172258514
4.94,293.3266804371633
4.95,293.86260085549674
4.96,293.35345651562756
4.97,293.04278662851544
4.98,293.58740467023523
4.99,293.5300494596059
5.0,293.75575973883224
5.01,293.55423310898374
5.02,293.53436042234466
5.03,293.99210422956304
5.04,293.73050350779
5.05,292.98220056138223
5.06,293.4459743669005
5.07,293.7062093768121
5.08,293.3981513954206
5.09,292.9890908553914
5.1,293.3209330027665
5.11,293.0803200157418
5.12,293.230781666618
5.13,293.7358795237541
5.14,293.4995901246948
5.15,293.68637117458326
5.16,293.79822842113583
5.17,293.6878273953647
5.18,293.8293341027576
5.19,294.03698073158034
5.2,294.0139266789135
5.21,293.9044205397328
5.22,294.27699880373893
5.23,293.6607806620286
5.24,293.57656655599374
5.25,294.3721232755567
5.26,293.9732229501609
5.27,293.66737208654166
5.28,293.5183487372783
5.29,294.1815542055175
5.3,294.4135226065452
5.31,294.2643465753041
5.32,294.2478314027926
5.33,293.6884433463362
5.34,293.6923011444416
5.35,293.3457047134159
5.36,293.7723034519288
5.37,293.59395007133116
5.38,292.9919709167311
5.39,293.7435705702123
5.4,293.97998550029627
5.41,294.3063398978852
5.42,293.99355186004595
5.43,294.02033947063563
5.44,292.40365348185435
5.45,293.11643828131446
5.46,296.0390441538498
5.47,294.74890468388566
5.48,293.9830073229699
5.49,296.35572009901443
5.5,293.5103478826583
5.51,294.95060009877335
5.52,296.3604399844628
5.53,293.8839749185159
5.54,296.166591113519
5.55,293.829566810553
5.56,292.4038503889904
5.57,293.02745683355676
5.58,293.1213705934929
5.59,293.9258751092223
5.6,294.4363070703239
5.61,293.20657240377204
5.62,293.3949221385175
5.63,293.42062388245387
5.64,292.42854423411654
5.65,293.38172026323764
5.66,294.7433882591404
5.67,293.1416068127985
5.68,293.8585820952766
5.69,293.63366263121145
5.7,293.9248023359189
5.71,294.6557616899047
5.72,293.40517823079955
5.73,292.2744421947515
5.74,266.0046235381611
5.75,232.76406034503336
5.76,210.68918933798005
5.77,183.6531680844709
5.78,182.5981410554876
5.79,181.4411542668447
5.8,184.363108222237
5.81,185.584232850338
5.82,185.1873800580638
5.83,184.7548318412312
5.84,183.5084702789152
5.85,183.60781617374266
5.86,184.9973380864746
5.87,184.7221270901898
5.88,183.96347095528836
5.89,183.8896757823884
5.9,183.89576440203868
5.91,183.71381661928254
5.92,183.72870838535675
5.93,196.64018655453702
5.94,226.0849805943012
5.95,241.74894594119218
5.96,244.15181039683
5.97,245.172439332232
5.98,245.8067286981668
5.99,245.9149411532098
6.0,246.1125256869363
6.01,246.3767965520289
6.02,245.79986536041983
6.03,246.74697259476076
6.04,248.2144737235072
6.05,226.15547545176142
6.06,202.30574674171316
6.07,184.78523096309164
6.08,184.7875443715908
6.09,183.76651577579776
6.1,183.23635848980842
6.11,183.76918549215932
6.12,183.89182722341317
6.13,182.56060711850918
6.14,184.52030503708346
6.15,186.78335238863693
6.16,184.31054272282367
6.17,199.22945490397092
6.18,222.44702260815512
6.19,220.93847229299453
6.2,218.69609706903015
6.21,216.5816844920164
6.22,216.71921556274975
6.23,217.90589362075252
6.24,218.41235667837304
6.25,218.81028530649587
6.26,219.22659263077293
6.27,219.35249592771027
6.28,219.39286891692996
6.29,219.0774363382549
6.3,219.07845396787647
6.31,218.996082601563
6.32,218.74670124936944
6.33,218.88095840958502
6.34,218.4462550755648
6.35,218.0185325705776
6.36,217.93815580380627
6.37,218.46339720803638
6.38,219.22778530154284
6.39,195.58776037826252
6.4,184.76081424806043
6.41,183.73584404800667
6.42,185.4345443537041
6.43,184.9975792195898
6.44,184.55836942654471
6.45,185.29438889724545
6.46,183.54990660807235
6.47,184.2172275552613
6.48,185.4058148149703
6.49,184.28167276372366
6.5,184.55218379442516
6.51,185.44874977397745
6.52,194.38841046549857
6.53,220.59335520289213
6.54,233.49895750936474
6.55,272.244578598147
6.56,289.094574964333
6.57,290.9114943375362
6.58,292.4730165605726
6.59,293.9963606178676
6.6,294.1897834980203
6.61,294.2893530087631
6.62,294.1149223340808
6.63,293.67556884620046
6.64,292.4290795762017
6.65,290.6626742931575
6.66,289.6955524767046
6.67,289.5241446536345
6.68,290.266480227874
6.69,288.85284891434196
6.7,291.0464403429176
6.71,293.4281795332496
6.72,290.2843422456489
6.73,287.0851568849904
6.74,286.01507334730394
6.75,284.043452748002
6.76,277.4468914937162
6.77,276.5825085751014
6.78,281.4682178653045
6.79,286.7011355002689
6.8,286.7391221887102
6.81,287.78640988213664
6.82,295.1842486606161
6.83,290.3130262584624
6.84,287.53535204395587
6.85,291.56187161411674
6.86,292.9731009094765
6.87,293.3680870586054
6.88,294.0772385228024
6.89,294.5571827628071
6.9,293.8539716244695
6.91,267.3975637058675
6.92,249.27382459693658
6.93,238.61302840474536
6.94,214.06968084465342
6.95,213.56902376867077
6.96,213.63846986484447
6.97,226.1230017353372
6.98,245.24137561146858
6.99,243.62419944387233
7.0,244.8155048189867
7.01,242.29846547160193
7.02,227.09747320859125
7.03,224.20420702933745
7.04,220.8654632863948
7.05,218.96441799266017
7.06,220.40749997455848
7.07,223.7187418672661
7.08,222.82075535048023
7.09,222.28200075995704
7.1,209.14056266417393
7.11,180.55171987605465
7.12,169.1371079524215
7.13,166.14378935637376
7.14,164.83024578874566
7.15,164.62661251267033
7.16,164.90843647210343
7.17,165.1159874442723
7.18,165.06344522997273
7.19,165.24267057849977
7.2,165.10515208759895
7.21,165.24463511267248
7.22,164.85084438780865
7.23,165.09229339428302
7.24,165.52166224491805
7.25,165.4005128693804
7.26,165.10851947551822
7.27,164.47102235110773
7.28,163.3532579617221
7.29,163.27567564219873
7.3,165.4349561866773
7.31,183.51288443074156
7.32,204.5195531955736
7.33,205.13090211272345
7.34,206.87249376652258
7.35,207.17531487423128
7.36,207.29669062814227
7.37,206.27273941783886
7.38,206.06092228166247
7.39,207.2560904941369
7.4,206.55165700980353
7.41,207.05937295325538
7.42,207.67301563165702
7.43,207.52569824688166
7.44,206.7906449921319
7.45,205.71708351754216
7.46,205.3479170971732
7.47,226.52339272805264
7.48,247.1901876960186
7.49,247.1689468899641
7.5,247.80609292839267
7.51,246.7496177234852
7.52,246.7296671956511
7.53,249.42109088819143
7.54,259.2307971918294
7.55,270.06230843319395
7.56,273.4519679700029
7.57,274.551469796453
7.58,275.0746698818473
7.59,275.08279966316996
7.6,274.7545891617124
7.61,272.80401803819836
7.62,269.87287775833875
7.63,264.86313302879745
7.64,254.0675903539527
7.65,248.40821675657153
7.66,245.14723728334343
7.67,263.4272204055524
7.68,273.8890024681608
7.69,276.3969922401337
7.7,275.7989163849091
7.71,275.392632689992
7.72,275.87643535397444
7.73,276.17928552576075
7.74,276.3772051134732
7.75,276.1102292870281
7.76,275.8002007651365
7.77,275.5942044180532
7.78,275.8648873982491
7.79,276.196241556777
7.8,276.6161000431789
7.81,276.3210441917825
7.82,275.9900876864324
7.83,276.1141426961401
7.84,276.6211512902844
7.85,276.6591990981098
7.86,276.44118199536945
7.87,276.3324303679571
7.88,276.2115975850869
7.89,276.19828363857175
7.9,276.5300460227307
7.91,275.70386761449316
7.92,275.71780241428024
7.93,275.97328296777624
7.94,276.3749950649015
7.95,276.5331386336845
7.96,276.1893076870644
7.97,276.30207998174194
7.98,276.7123611113307
7.99,275.79442579722445
8.0,276.1610450156205
8.01,276.4604921987208
8.02,276.0379085106614
8.03,275.6761913622432
8.04,276.7376126862903
8.05,276.3371327542314
8.06,276.0859504208171
8.07,276.1439369403782
8.08,275.62451689430185
8.09,275.0934789399407
8.1,275.3236135153132
8.11,276.0344641619788
8.12,275.57879860272175
8.13,275.6384572644035
8.14,275.82966086846625
8.15,275.67824313671633
8.16,275.2801842376526
8.17,275.469688313088
8.18,276.4711003339676
8.19,276.07063497839255
8.2,275.6606698287709
8.21,276.6370587967372
8.22,275.9786231061466
8.23,276.3272534561911
8.24,276.27980295962794
8.25,277.2153943955959
8.26,277.02435223287586
8.27,276.58122766261624
8.28,276.55960618763146
8.29,276.5173037884106
8.3,275.6192819007913
8.31,276.02369742463316
8.32,276.0564432722045
8.33,275.37137048337263
8.34,275.7921885360072
8.35,276.7594981627492
8.36,276.0270962445077
8.37,275.57509199473384
8.38,275.35182213679656
8.39,275.3648494928986
8.4,275.04967753922176
8.41,275.60548857501783
8.42,276.2221988429135
8.43,238.47494879498967
8.44,210.39895961738992
8.45,187.45117628017613
8.46,164.6563573716621
8.47,164.80205136159003
8.48,164.8427753097781
8.49,164.86626981693115
8.5,164.66220512847673
8.51,164.55267317289625
8.52,163.87944640939867
8.53,164.29235153204854
8.54,165.24492071375082
8.55,164.25070159314242
8.56,163.4685696755959
8.57,162.3987751650873
8.58,162.21317484346798
8.59,163.40558875918856
8.6,164.4523668894646
8.61,165.0120101731667
8.62,164.67446821259782
8.63,164.2798332434211
8.64,163.90126251356932
8.65,163.72342083182562
8.66,164.65371578714047
8.67,164.54839761112885
8.68,165.1358763045228
8.69,164.37498279731957
8.7,164.7459609467041
8.71,163.94370270322412
8.72,164.39059775961996
8.73,164.10984991538226
8.74,163.89989692313185
8.75,163.66654097591976
8.76,164.10203694262808
8.77,164.00067037920587
8.78,165.75602114627696
8.79,164.6132023711018
8.8,163.94728050779176
8.81,164.88865180124293
8.82,182.64181446735293
8.83,206.0255923856266
8.84,206.48675804699647
8.85,207.04132523398198
8.86,206.37746258356768
8.87,206.56623019779786
8.88,206.07312256831523
8.89,206.96665255629864
8.9,207.54864532410255
8.91,206.116209238163
8.92,205.40010931774202
8.93,204.43523969272886
8.94,205.7172606071241
8.95,205.68456720708608
8.96,194.0708252233037
8.97,170.78424594710992
8.98,163.4196638269991
8.99,163.56025593387076
9.0,164.0186666948469
9.01,165.00080852098208
9.02,165.18482885416265
9.03,165.5187927779987
9.04,165.29801540756492
9.05,165.24322934498474
9.06,165.01100333364815
9.07,165.1879755404229
9.08,164.84724377510233
9.09,164.5215836585606
9.1,164.41174649310324
9.11,164.80363902114962
9.12,165.20207492913374
9.13,164.91239074551652
9.14,164.30280241364903
9.15,189.59745511297615
9.16,215.84261035313858
9.17,246.2486950525499
9.18,275.80230099549476
9.19,275.9745676555622
9.2,276.39386277188186
9.21,276.46625411948776
9.22,276.59769177182676
9.23,276.19367899514566
9.24,276.35015817271824
9.25,276.2108228819228
9.26,276.4086498199728
9.27,276.7869194340359
9.28,276.88256809924405
9.29,276.77785504492823
9.3,276.57839361016914
9.31,276.7731438114572
9.32,276.81713739963993
9.33,276.6546049677978
9.34,276.97274067956664
9.35,277.1648943721144
9.36,277.03098609293204
9.37,276.41370977690354
9.38,276.7207137855889
9.39,276.1065757514047
9.4,276.7129805460302
9.41,276.10089094827964
9.42,276.2705069905036
9.43,276.0206070816511
9.44,276.45107787697907
9.45,276.77960556160224
9.46,276.51596411742196
9.47,276.95486000853396
9.48,276.50047140328945
9.49,276.69992321679103
9.5,276.6085758404761
9.51,277.12036547938715
9.52,276.99024229976436
9.53,277.19185707153423
9.54,276.3730148040552
9.55,277.09167434765976
9.56,276.9858729058681
9.57,276.61997514272025
9.58,277.0857370793329
9.59,277.22326795813717
9.6,276.53457835302197
9.61,276.8706200044375
9.62,276.49218068190766
9.63,276.89381055325674
9.64,276.98808580118106
9.65,276.71353149451693
9.66,277.03101909654356
9.67,276.83692932076576
9.68,277.234938341313
9.69,276.45467504308334
9.7,276.7753823410835
9.71,276.2594034482315
9.72,276.37344268541216
9.73,277.4577986255465
9.74,277.6922286462807
9.75,276.9803439601742
9.76,277.06098749773884
9.77,277.1064051773066
9.78,277.0560488463679
9.79,276.5006256165315
9.8,276.7477875914279
9.81,277.11313784661246
9.82,276.82522065522187
9.83,276.7005801510812
9.84,277.4103806798134
9.85,277.0104755282001
9.86,276.48630593294956
9.87,276.2856957742289
9.88,276.20959949831143
9.89,276.47842585263254
9.9,277.02522794525225
9.91,276.7565580593632
9.92,277.83469002550123
9.93,277.5000991830059
9.94,276.5162958684805
9.95,275.72396865512195
9.96,276.5033487062376
9.97,276.6961721700368
9.98,276.56092163776543
9.99,276.87853473620623
10.0,276.2893670543968
10.01,276.1628964337487
10.02,276.45651904597935
10.03,277.1545006584079
10.04,277.2924732746834
10.05,277.49051441046805
10.06,277.51230825490387
10.07,277.90859040955974
10.08,277.12341447628864
10.09,276.5928672444879
10.1,276.4645950979061
10.11,276.74582441833735
10.12,276.0244231997408
10.13,276.6674603473685
10.14,276.83369730824444
10.15,276.88856081226174
10.16,277.11477319413063
10.17,277.521251467659
10.18,276.9863839028395
10.19,276.73547704274245
10.2,276.1183699200751
10.21,276.33213376160705
10.22,276.90531550548457
10.23,277.824015879137
10.24,277.0662227688583
10.25,277.47337874005217
10.26,277.8977599037637
10.27,278.59064936577045
10.28,246.24769596806945
10.29,217.1061801274189
10.3,200.8806529946494
10.31,203.15566376645452
10.32,204.94890265446
10.33,206.19106221217126
10.34,206.69223856121425
10.35,206.36732973984402
10.36,206.71264283290782
10.37,206.29230086790287
10.38,206.10553388719669
10.39,206.36270261252128
10.4,206.389897598859
10.41,206.49871087674146
10.42,206.4447153099024
10.43,206.7782358725532
10.44,206.9182696608537
10.45,210.31157980026438
10.46,210.35837596246697
10.47,182.83987591135917
10.48,163.15957880334463
10.49,163.09643195459228
10.5,164.39102158686637
10.51,164.82557044393224
10.52,165.12497762981442
10.53,165.05211575793578
10.54,165.08821809053885
10.55,165.1030738647138
10.56,164.9363244672511
10.57,164.47200715111265
10.58,164.39209156466003
10.59,164.73540577426536
10.6,184.5406213068374
10.61,208.86477599088892
10.62,241.2888955228796
10.63,272.39996639510053
10.64,275.40842767854735
10.65,275.4268629079528
10.66,275.81252404182817
10.67,277.4335789911475
10.68,278.80667268177467
10.69,277.00411207269764
10.7,275.64646993127616
10.71,275.27739914757564
10.72,275.28789147834505
10.73,275.64716792062165
10.74,276.03633504271704
10.75,276.15179743447993
10.76,276.0214953123825
10.77,276.085943207351
10.78,276.50538124249414
10.79,276.0035794658545
10.8,275.88930271552744
10.81,275.6941549175138
10.82,275.9761538435237
10.83,276.27955127880523
10.84,276.5701256475392
10.85,276.5941624805833
10.86,275.51875116851176
10.87,274.7797560999684
10.88,275.20505134277914
10.89,276.85677603783654
10.9,277.1229002876643
10.91,260.36862617303035
10.92,230.89416134627368
10.93,211.99444760173404
10.94,190.5874447229134
10.95,176.42342117945861
10.96,165.3260968314487
10.97,165.03071882777323
10.98,165.57010622796085
10.99,164.35084532788625
11.0,163.11264825088483
11.01,164.12712209969817
11.02,185.2264739983334
11.03,205.4679422622974
11.04,205.3878194759427
11.05,207.09530026688623
11.06,207.11848074512392
11.07,207.6148044533882
11.08,207.9692154522802
11.09,206.957472467015
11.1,206.49313045834748
11.11,205.62346244868635
11.12,204.8415495438903
11.13,205.45656041589328
11.14,206.16737820905064
11.15,208.12407845531962
11.16,209.35152381316658
11.17,208.3693507788359
11.18,208.5910204347965
11.19,225.95475717179394
11.2,249.55877037267248
11.21,278.3165826770175
11.22,278.5473624217877
11.23,276.27163588036973
11.24,275.98152199872794
11.25,277.4764827092598
11.26,277.19055441452207
11.27,276.91886643610985
11.28,276.8616404350272
11.29,276.9394442415832
11.3,276.72959905968816
11.31,276.0442790169602
11.32,277.42544827118485
11.33,277.72125371556416
11.34,276.86380249257707
11.35,276.41435286196736
11.36,277.1885747641667
11.37,277.1013475695879
11.38,277.6474615175928
11.39,273.9518788971965
11.4,258.02131648633866
11.41,239.33116676937573
11.42,230.67896263182843
11.43,216.86244706866344
11.44,208.73582423622378
11.45,207.80984337569893
11.46,206.65996676569395
11.47,206.16199245931088
11.48,205.04323848479433
11.49,197.9295912235981
11.5,185.04969008628507
11.51,177.18061141467075
11.52,168.16165285403258
11.53,166.98085186778155
11.54,165.9528974138418
11.55,165.14477582046675
11.56,164.6987199832043
11.57,162.13148982958515
11.58,164.04996637803393
11.59,165.3886505238577
11.6,165.69784393651497
11.61,165.55047544584508
11.62,165.29527692069342
11.63,164.36628181736606
11.64,164.55390645189024
11.65,164.91765433798048
11.66,165.08095870050457
11.67,165.02739824226043
11.68,164.82966882798834
